,Год,Цена,Район,Ковид,Санкции,Ключевая ставка ЦБ РФ (%),ИПЦ (% к декабрю предыдущего года),Доллар
846,2006,104266.64205733973,8,0,0,10.5,109.0,26.3311
847,2006,111896.50573486263,43,0,0,10.5,109.0,26.3311
848,2006,66688.26625990619,12,0,0,10.5,109.0,26.3311
849,2006,77356.99913768325,94,0,0,10.5,109.0,26.3311
850,2006,79672.75015733165,65,0,0,10.5,109.0,26.3311
851,2006,69435.45733713535,27,0,0,10.5,109.0,26.3311
852,2006,77554.26961819908,46,0,0,10.5,109.0,26.3311
853,2006,119865.2896273013,62,0,0,10.5,109.0,26.3311
854,2006,124102.2819413877,109,0,0,10.5,109.0,26.3311
855,2006,82705.62121303017,117,0,0,10.5,109.0,26.3311
856,2006,85436.32075471699,86,0,0,10.5,109.0,26.3311
857,2006,72577.9132791328,74,0,0,10.5,109.0,26.3311
858,2006,81365.56104446013,116,0,0,10.5,109.0,26.3311
859,2006,119878.0487804878,47,0,0,10.5,109.0,26.3311
860,2006,103616.00110782227,31,0,0,10.5,109.0,26.3311
861,2006,75536.68281372914,77,0,0,10.5,109.0,26.3311
862,2006,137969.0949227373,76,0,0,10.5,109.0,26.3311
863,2006,72490.53467540862,14,0,0,10.5,109.0,26.3311
864,2006,84630.69807362198,18,0,0,10.5,109.0,26.3311
865,2006,100044.11359250068,88,0,0,10.5,109.0,26.3311
866,2006,81710.02998355741,108,0,0,10.5,109.0,26.3311
867,2006,75253.05284391773,122,0,0,10.5,109.0,26.3311
868,2006,93149.54051796158,2,0,0,10.5,109.0,26.3311
869,2006,71141.78230401207,91,0,0,10.5,109.0,26.3311
870,2006,190295.43280026555,26,0,0,10.5,109.0,26.3311
871,2006,73202.97070441079,92,0,0,10.5,109.0,26.3311
872,2006,66338.02169516456,38,0,0,10.5,109.0,26.3311
873,2006,88414.26311305829,106,0,0,10.5,109.0,26.3311
874,2006,71618.94608589704,13,0,0,10.5,109.0,26.3311
875,2006,71058.09128630706,25,0,0,10.5,109.0,26.3311
876,2006,71130.39399624766,120,0,0,10.5,109.0,26.3311
877,2006,57976.962433992725,89,0,0,10.5,109.0,26.3311
878,2006,83824.22481929339,66,0,0,10.5,109.0,26.3311
879,2006,93836.88228204097,7,0,0,10.5,109.0,26.3311
880,2006,81254.90196078431,90,0,0,10.5,109.0,26.3311
881,2006,90775.40106951872,107,0,0,10.5,109.0,26.3311
882,2006,77569.13416254075,42,0,0,10.5,109.0,26.3311
883,2006,80879.83679915767,33,0,0,10.5,109.0,26.3311
884,2006,73114.46317657498,68,0,0,10.5,109.0,26.3311
885,2006,78989.39958086635,126,0,0,10.5,109.0,26.3311
886,2006,69538.37865101564,37,0,0,10.5,109.0,26.3311
887,2006,114684.69954368024,124,0,0,10.5,109.0,26.3311
888,2006,67177.5752554543,22,0,0,10.5,109.0,26.3311
889,2007,86703.29948595882,22,0,0,10.25,111.9,24.5462
890,2007,160096.8992248062,124,0,0,10.25,111.9,24.5462
891,2007,105343.51145038167,33,0,0,10.25,111.9,24.5462
892,2007,89453.5486203157,37,0,0,10.25,111.9,24.5462
893,2007,91868.4418098812,99,0,0,10.25,111.9,24.5462
894,2007,90560.2983024237,58,0,0,10.25,111.9,24.5462
895,2007,73713.77148885993,57,0,0,10.25,111.9,24.5462
896,2007,89134.89007576699,34,0,0,10.25,111.9,24.5462
897,2007,91742.0814479638,120,0,0,10.25,111.9,24.5462
898,2007,124093.86485722363,7,0,0,10.25,111.9,24.5462
899,2007,116861.0816542948,107,0,0,10.25,111.9,24.5462
900,2007,72821.63470489667,89,0,0,10.25,111.9,24.5462
901,2007,147672.5041161503,29,0,0,10.25,111.9,24.5462
902,2007,92356.64374445431,25,0,0,10.25,111.9,24.5462
903,2007,85786.87139733651,67,0,0,10.25,111.9,24.5462
904,2007,91225.27877130233,68,0,0,10.25,111.9,24.5462
905,2007,131441.59544159545,88,0,0,10.25,111.9,24.5462
906,2007,89997.62695775984,14,0,0,10.25,111.9,24.5462
907,2007,92672.52953813104,13,0,0,10.25,111.9,24.5462
908,2007,96566.10066707096,77,0,0,10.25,111.9,24.5462
909,2007,95971.0559228158,36,0,0,10.25,111.9,24.5462
910,2007,87583.02849441663,38,0,0,10.25,111.9,24.5462
911,2007,92307.45869776483,92,0,0,10.25,111.9,24.5462
912,2007,120049.33051444679,106,0,0,10.25,111.9,24.5462
913,2007,190100.15408320492,76,0,0,10.25,111.9,24.5462
914,2007,104558.1014729951,116,0,0,10.25,111.9,24.5462
915,2007,104540.8163265306,108,0,0,10.25,111.9,24.5462
916,2007,97544.75703324808,122,0,0,10.25,111.9,24.5462
917,2007,90898.85954381753,56,0,0,10.25,111.9,24.5462
918,2007,139160.30534351143,31,0,0,10.25,111.9,24.5462
919,2007,136529.304029304,47,0,0,10.25,111.9,24.5462
920,2007,99136.82864450128,90,0,0,10.25,111.9,24.5462
921,2007,100851.32890365449,24,0,0,10.25,111.9,24.5462
922,2007,96065.64275194613,93,0,0,10.25,111.9,24.5462
923,2007,93165.45080433969,74,0,0,10.25,111.9,24.5462
924,2007,99531.51821476255,104,0,0,10.25,111.9,24.5462
925,2007,104590.89129583714,117,0,0,10.25,111.9,24.5462
926,2007,111443.14868804664,86,0,0,10.25,111.9,24.5462
927,2007,86945.27339237582,30,0,0,10.25,111.9,24.5462
928,2007,104562.60419408618,66,0,0,10.25,111.9,24.5462
929,2007,103010.20408163266,61,0,0,10.25,111.9,24.5462
930,2007,136191.86046511628,8,0,0,10.25,111.9,24.5462
931,2007,86782.45079662606,27,0,0,10.25,111.9,24.5462
932,2007,103542.76542077505,42,0,0,10.25,111.9,24.5462
933,2007,94324.29403854773,63,0,0,10.25,111.9,24.5462
934,2007,169983.5264108832,109,0,0,10.25,111.9,24.5462
935,2007,97273.87615092976,46,0,0,10.25,111.9,24.5462
936,2007,142918.0391397016,51,0,0,10.25,111.9,24.5462
937,2007,93264.2487046632,78,0,0,10.25,111.9,24.5462
938,2007,90371.83544303798,53,0,0,10.25,111.9,24.5462
939,2007,100863.88339144913,123,0,0,10.25,111.9,24.5462
940,2007,107998.12470698547,105,0,0,10.25,111.9,24.5462
941,2007,137745.97495527728,28,0,0,10.25,111.9,24.5462
942,2007,89667.0523879655,87,0,0,10.25,111.9,24.5462
943,2007,88384.80222068008,32,0,0,10.25,111.9,24.5462
944,2007,199295.47088425592,4,0,0,10.25,111.9,24.5462
945,2007,104939.44830679525,18,0,0,10.25,111.9,24.5462
946,2007,92150.70643642072,3,0,0,10.25,111.9,24.5462
947,2007,124781.34110787172,115,0,0,10.25,111.9,24.5462
948,2007,112297.03205852614,75,0,0,10.25,111.9,24.5462
949,2007,95735.18526581617,91,0,0,10.25,111.9,24.5462
950,2007,87050.64594645199,69,0,0,10.25,111.9,24.5462
951,2007,120315.39888682746,2,0,0,10.25,111.9,24.5462
952,2007,237758.80076181117,26,0,0,10.25,111.9,24.5462
953,2007,140782.27386340607,23,0,0,10.25,111.9,24.5462
954,2007,98179.07124681934,121,0,0,10.25,111.9,24.5462
955,2007,104679.5280612245,119,0,0,10.25,111.9,24.5462
956,2007,92012.96787503683,21,0,0,10.25,111.9,24.5462
957,2007,96435.07030603806,97,0,0,10.25,111.9,24.5462
958,2007,103483.46235045744,64,0,0,10.25,111.9,24.5462
959,2007,195270.4616256018,102,0,0,10.25,111.9,24.5462
960,2007,115031.13532747692,39,0,0,10.25,111.9,24.5462
961,2007,135784.77006144106,62,0,0,10.25,111.9,24.5462
962,2007,124647.71622934888,98,0,0,10.25,111.9,24.5462
963,2007,100439.29592297277,82,0,0,10.25,111.9,24.5462
964,2007,130889.03669216273,101,0,0,10.25,111.9,24.5462
965,2007,116219.66794380588,112,0,0,10.25,111.9,24.5462
966,2007,93411.98979591837,10,0,0,10.25,111.9,24.5462
967,2007,103100.77519379846,0,0,0,10.25,111.9,24.5462
968,2007,101932.30542067751,126,0,0,10.25,111.9,24.5462
969,2007,92391.58163265306,60,0,0,10.25,111.9,24.5462
970,2007,97329.93197278913,48,0,0,10.25,111.9,24.5462
971,2007,92378.48365152514,125,0,0,10.25,111.9,24.5462
972,2007,106061.96677144141,100,0,0,10.25,111.9,24.5462
973,2007,230512.8205128205,1,0,0,10.25,111.9,24.5462
974,2007,88109.85331632652,16,0,0,10.25,111.9,24.5462
975,2007,104421.05263157895,81,0,0,10.25,111.9,24.5462
976,2007,94943.37108594271,113,0,0,10.25,111.9,24.5462
977,2007,103871.46304014038,40,0,0,10.25,111.9,24.5462
978,2007,93118.95810955961,35,0,0,10.25,111.9,24.5462
979,2007,114176.79431323092,72,0,0,10.25,111.9,24.5462
980,2007,131823.04874612566,55,0,0,10.25,111.9,24.5462
981,2007,96000.70472163496,49,0,0,10.25,111.9,24.5462
982,2007,151904.06059330946,59,0,0,10.25,111.9,24.5462
983,2007,90153.29104614818,17,0,0,10.25,111.9,24.5462
984,2007,88034.18803418803,80,0,0,10.25,111.9,24.5462
985,2007,91931.5578465063,52,0,0,10.25,111.9,24.5462
986,2007,96149.55357142858,110,0,0,10.25,111.9,24.5462
987,2007,89098.63945578231,19,0,0,10.25,111.9,24.5462
988,2007,124514.245444478,96,0,0,10.25,111.9,24.5462
989,2007,90342.91010194624,45,0,0,10.25,111.9,24.5462
990,2007,90865.46953193995,103,0,0,10.25,111.9,24.5462
991,2007,109504.20839220987,111,0,0,10.25,111.9,24.5462
992,2007,126203.20855614972,84,0,0,10.25,111.9,24.5462
993,2007,87977.38987816307,9,0,0,10.25,111.9,24.5462
994,2007,86681.58567774936,41,0,0,10.25,111.9,24.5462
995,2007,93478.36356764928,73,0,0,10.25,111.9,24.5462
996,2007,127285.43472183394,5,0,0,10.25,111.9,24.5462
997,2007,133051.6581632653,83,0,0,10.25,111.9,24.5462
998,2007,84553.21059721599,71,0,0,10.25,111.9,24.5462
999,2007,124459.57017709712,44,0,0,10.25,111.9,24.5462
1000,2007,94850.30275846602,79,0,0,10.25,111.9,24.5462
1001,2007,139027.9823269514,85,0,0,10.25,111.9,24.5462
1002,2007,179357.41864313293,114,0,0,10.25,111.9,24.5462
1003,2007,82372.49050461205,11,0,0,10.25,111.9,24.5462
1004,2007,97248.54227405248,20,0,0,10.25,111.9,24.5462
1005,2007,93203.64442255603,54,0,0,10.25,111.9,24.5462
1006,2007,91079.13234983558,118,0,0,10.25,111.9,24.5462
1007,2007,92440.2066643446,70,0,0,10.25,111.9,24.5462
1008,2007,88418.39107184375,95,0,0,10.25,111.9,24.5462
1009,2007,95977.42688757922,50,0,0,10.25,111.9,24.5462
1010,2007,99591.83673469388,94,0,0,10.25,111.9,24.5462
1011,2007,107294.02872260017,15,0,0,10.25,111.9,24.5462
1012,2007,96898.91581632652,6,0,0,10.25,111.9,24.5462
1013,2007,84725.19442559632,12,0,0,10.25,111.9,24.5462
1014,2007,105827.21852786059,65,0,0,10.25,111.9,24.5462
1015,2007,153180.9462915601,43,0,0,10.25,111.9,24.5462
1016,2008,107477.61801410743,27,0,0,8.75,113.3,29.3804
1017,2008,167994.81115601456,23,0,0,8.75,113.3,29.3804
1018,2008,119535.05251472974,110,0,0,8.75,113.3,29.3804
1019,2008,124652.6270082501,42,0,0,8.75,113.3,29.3804
1020,2008,128279.7458606084,61,0,0,8.75,113.3,29.3804
1021,2008,130380.73575949368,117,0,0,8.75,113.3,29.3804
1022,2008,124867.75357404444,46,0,0,8.75,113.3,29.3804
1023,2008,116449.05781503719,63,0,0,8.75,113.3,29.3804
1024,2008,138158.22625346435,86,0,0,8.75,113.3,29.3804
1025,2008,121739.9226771454,104,0,0,8.75,113.3,29.3804
1026,2008,101466.2621805479,38,0,0,8.75,113.3,29.3804
1027,2008,122516.32653061225,24,0,0,8.75,113.3,29.3804
1028,2008,122512.48248859512,93,0,0,8.75,113.3,29.3804
1029,2008,100828.50707850707,30,0,0,8.75,113.3,29.3804
1030,2008,132533.62413667756,66,0,0,8.75,113.3,29.3804
1031,2008,170983.57200919246,51,0,0,8.75,113.3,29.3804
1032,2008,114573.60232825525,87,0,0,8.75,113.3,29.3804
1033,2008,108053.26988533096,32,0,0,8.75,113.3,29.3804
1034,2008,107989.92673992674,19,0,0,8.75,113.3,29.3804
1035,2008,140980.7718193773,75,0,0,8.75,113.3,29.3804
1036,2008,102607.42743312466,69,0,0,8.75,113.3,29.3804
1037,2008,272462.38682006946,26,0,0,8.75,113.3,29.3804
1038,2008,120655.72342926808,36,0,0,8.75,113.3,29.3804
1039,2008,121171.44409159284,78,0,0,8.75,113.3,29.3804
1040,2008,237538.46153846153,4,0,0,8.75,113.3,29.3804
1041,2008,101398.52214515618,67,0,0,8.75,113.3,29.3804
1042,2008,132876.62337662338,18,0,0,8.75,113.3,29.3804
1043,2008,111026.9882971101,53,0,0,8.75,113.3,29.3804
1044,2008,127829.98964287085,123,0,0,8.75,113.3,29.3804
1045,2008,133166.71155399946,105,0,0,8.75,113.3,29.3804
1046,2008,157566.4543198506,28,0,0,8.75,113.3,29.3804
1047,2008,202503.6818851252,109,0,0,8.75,113.3,29.3804
1048,2008,117398.4067311135,92,0,0,8.75,113.3,29.3804
1049,2008,93244.01516331724,89,0,0,8.75,113.3,29.3804
1050,2008,115239.57409050576,25,0,0,8.75,113.3,29.3804
1051,2008,111705.6856187291,120,0,0,8.75,113.3,29.3804
1052,2008,119775.21133976603,20,0,0,8.75,113.3,29.3804
1053,2008,123601.17021472337,90,0,0,8.75,113.3,29.3804
1054,2008,113156.95633091948,68,0,0,8.75,113.3,29.3804
1055,2008,142000.0,107,0,0,8.75,113.3,29.3804
1056,2008,181898.30412100017,29,0,0,8.75,113.3,29.3804
1057,2008,129555.60482721485,33,0,0,8.75,113.3,29.3804
1058,2008,112804.19371130357,37,0,0,8.75,113.3,29.3804
1059,2008,103804.59955293313,22,0,0,8.75,113.3,29.3804
1060,2008,124059.4753208076,126,0,0,8.75,113.3,29.3804
1061,2008,114221.31292733907,34,0,0,8.75,113.3,29.3804
1062,2008,113188.31863138199,58,0,0,8.75,113.3,29.3804
1063,2008,105655.01562944018,99,0,0,8.75,113.3,29.3804
1064,2008,129827.07586851536,100,0,0,8.75,113.3,29.3804
1065,2008,118970.77550321567,122,0,0,8.75,113.3,29.3804
1066,2008,130151.47015147014,116,0,0,8.75,113.3,29.3804
1067,2008,114928.53913829675,91,0,0,8.75,113.3,29.3804
1068,2008,227199.53154735765,76,0,0,8.75,113.3,29.3804
1069,2008,146136.06127536457,7,0,0,8.75,113.3,29.3804
1070,2008,163519.88195793243,31,0,0,8.75,113.3,29.3804
1071,2008,115070.22163704192,56,0,0,8.75,113.3,29.3804
1072,2008,115670.55393586005,13,0,0,8.75,113.3,29.3804
1073,2008,121975.59436145592,77,0,0,8.75,113.3,29.3804
1074,2008,115269.80583900226,14,0,0,8.75,113.3,29.3804
1075,2008,129810.35810550634,108,0,0,8.75,113.3,29.3804
1076,2008,161299.7347480106,88,0,0,8.75,113.3,29.3804
1077,2008,142498.67091972355,106,0,0,8.75,113.3,29.3804
1078,2008,151259.0548464988,47,0,0,8.75,113.3,29.3804
1079,2008,116051.05252803462,50,0,0,8.75,113.3,29.3804
1080,2008,170596.97167282476,8,0,0,8.75,113.3,29.3804
1081,2008,104168.38800297446,17,0,0,8.75,113.3,29.3804
1082,2008,228468.9109288575,114,0,0,8.75,113.3,29.3804
1083,2008,150049.05808477238,5,0,0,8.75,113.3,29.3804
1084,2008,112777.07873690016,73,0,0,8.75,113.3,29.3804
1085,2008,102878.33081950729,41,0,0,8.75,113.3,29.3804
1086,2008,130922.99046585536,40,0,0,8.75,113.3,29.3804
1087,2008,107899.3171776677,9,0,0,8.75,113.3,29.3804
1088,2008,202220.3081634606,124,0,0,8.75,113.3,29.3804
1089,2008,148059.05142943963,84,0,0,8.75,113.3,29.3804
1090,2008,132751.9850656574,111,0,0,8.75,113.3,29.3804
1091,2008,142634.6070343031,2,0,0,8.75,113.3,29.3804
1092,2008,112847.69411977893,3,0,0,8.75,113.3,29.3804
1093,2008,139727.23704866564,72,0,0,8.75,113.3,29.3804
1094,2008,170625.52061640983,83,0,0,8.75,113.3,29.3804
1095,2008,114244.47196823431,52,0,0,8.75,113.3,29.3804
1096,2008,164228.4405171003,85,0,0,8.75,113.3,29.3804
1097,2008,115118.34319526628,45,0,0,8.75,113.3,29.3804
1098,2008,109692.43884844908,95,0,0,8.75,113.3,29.3804
1099,2008,114395.35698203833,103,0,0,8.75,113.3,29.3804
1100,2008,146960.84277479627,96,0,0,8.75,113.3,29.3804
1101,2008,156078.71720116618,115,0,0,8.75,113.3,29.3804
1102,2008,128790.9586145215,65,0,0,8.75,113.3,29.3804
1103,2008,104591.68500565039,12,0,0,8.75,113.3,29.3804
1104,2008,120963.19699427887,94,0,0,8.75,113.3,29.3804
1105,2008,132655.23230568823,15,0,0,8.75,113.3,29.3804
1106,2008,152845.1981991131,44,0,0,8.75,113.3,29.3804
1107,2008,115357.5315280712,118,0,0,8.75,113.3,29.3804
1108,2008,120946.60742525793,6,0,0,8.75,113.3,29.3804
1109,2008,119155.66556655665,70,0,0,8.75,113.3,29.3804
1110,2008,118430.58610428257,54,0,0,8.75,113.3,29.3804
1111,2008,117506.9573283859,79,0,0,8.75,113.3,29.3804
1112,2008,195866.2939392137,43,0,0,8.75,113.3,29.3804
1113,2008,105740.41871751795,71,0,0,8.75,113.3,29.3804
1114,2008,128074.18746616387,82,0,0,8.75,113.3,29.3804
1115,2008,141224.2379611293,39,0,0,8.75,113.3,29.3804
1116,2008,164101.41318197612,101,0,0,8.75,113.3,29.3804
1117,2008,152719.52817824378,98,0,0,8.75,113.3,29.3804
1118,2008,130608.36501901141,64,0,0,8.75,113.3,29.3804
1119,2008,118955.8232931727,97,0,0,8.75,113.3,29.3804
1120,2008,113252.81860996147,10,0,0,8.75,113.3,29.3804
1121,2008,140568.24401651986,112,0,0,8.75,113.3,29.3804
1122,2008,114415.54300291545,35,0,0,8.75,113.3,29.3804
1123,2008,130601.8325697626,119,0,0,8.75,113.3,29.3804
1124,2008,117666.84851791234,21,0,0,8.75,113.3,29.3804
1125,2008,151305.9254441516,62,0,0,8.75,113.3,29.3804
1126,2008,239602.65924551638,102,0,0,8.75,113.3,29.3804
1127,2008,101870.77852826164,11,0,0,8.75,113.3,29.3804
1128,2008,189695.65438115544,59,0,0,8.75,113.3,29.3804
1129,2008,122773.53689567429,121,0,0,8.75,113.3,29.3804
1130,2008,112269.22945672946,74,0,0,8.75,113.3,29.3804
1131,2008,127122.62632764725,81,0,0,8.75,113.3,29.3804
1132,2008,158753.93612235715,55,0,0,8.75,113.3,29.3804
1133,2008,110296.1055680721,80,0,0,8.75,113.3,29.3804
1134,2008,104355.44874320384,16,0,0,8.75,113.3,29.3804
1135,2008,118368.20208913232,49,0,0,8.75,113.3,29.3804
1136,2008,111374.34794545622,60,0,0,8.75,113.3,29.3804
1137,2008,113647.49704229519,125,0,0,8.75,113.3,29.3804
1138,2008,119575.17700957935,48,0,0,8.75,113.3,29.3804
1139,2008,115983.3058154467,113,0,0,8.75,113.3,29.3804
1140,2008,241430.49932523616,1,0,0,8.75,113.3,29.3804
1141,2008,130369.54017620871,0,0,0,8.75,113.3,29.3804
1142,2008,92883.23672568706,57,0,0,8.75,113.3,29.3804
1143,2009,251830.98591549296,1,0,0,9.0,108.8,31.7253
1144,2009,127234.83759701063,125,0,0,9.0,108.8,31.7253
1145,2009,127470.04765651676,37,0,0,9.0,108.8,31.7253
1146,2009,142103.56317149464,126,0,0,9.0,108.8,31.7253
1147,2009,134584.97322979823,113,0,0,9.0,108.8,31.7253
1148,2009,145362.84470246735,81,0,0,9.0,108.8,31.7253
1149,2009,123595.14228226502,16,0,0,9.0,108.8,31.7253
1150,2009,111703.73148597567,57,0,0,9.0,108.8,31.7253
1151,2009,153712.60528003867,39,0,0,9.0,108.8,31.7253
1152,2009,124120.87912087912,80,0,0,9.0,108.8,31.7253
1153,2009,162424.2424242424,112,0,0,9.0,108.8,31.7253
1154,2009,144010.10404161667,64,0,0,9.0,108.8,31.7253
1155,2009,117571.48118387572,71,0,0,9.0,108.8,31.7253
1156,2009,138467.92553903844,121,0,0,9.0,108.8,31.7253
1157,2009,125302.81196448045,60,0,0,9.0,108.8,31.7253
1158,2009,143516.9655528319,82,0,0,9.0,108.8,31.7253
1159,2009,159530.98946322774,111,0,0,9.0,108.8,31.7253
1160,2009,126382.97032828283,70,0,0,9.0,108.8,31.7253
1161,2009,132434.554601785,79,0,0,9.0,108.8,31.7253
1162,2009,235149.56076948738,43,0,0,9.0,108.8,31.7253
1163,2009,128848.86240520042,45,0,0,9.0,108.8,31.7253
1164,2009,133195.4887218045,110,0,0,9.0,108.8,31.7253
1165,2009,150293.00291545189,15,0,0,9.0,108.8,31.7253
1166,2009,174130.02885757937,44,0,0,9.0,108.8,31.7253
1167,2009,138030.7192807193,6,0,0,9.0,108.8,31.7253
1168,2009,126953.35644033655,52,0,0,9.0,108.8,31.7253
1169,2009,165243.71897096434,84,0,0,9.0,108.8,31.7253
1170,2009,194371.77835051547,85,0,0,9.0,108.8,31.7253
1171,2009,205353.24221431694,83,0,0,9.0,108.8,31.7253
1172,2009,118570.43349254596,17,0,0,9.0,108.8,31.7253
1173,2009,282582.12375859433,114,0,0,9.0,108.8,31.7253
1174,2009,179909.66878554702,5,0,0,9.0,108.8,31.7253
1175,2009,146342.78002699054,116,0,0,9.0,108.8,31.7253
1176,2009,119745.40394339696,27,0,0,9.0,108.8,31.7253
1177,2009,133225.51527004666,122,0,0,9.0,108.8,31.7253
1178,2009,132473.19550607912,78,0,0,9.0,108.8,31.7253
1179,2009,125843.85888501743,14,0,0,9.0,108.8,31.7253
1180,2009,110505.79915971358,89,0,0,9.0,108.8,31.7253
1181,2009,188394.2128634866,88,0,0,9.0,108.8,31.7253
1182,2009,148597.31282542343,108,0,0,9.0,108.8,31.7253
1183,2009,128327.5713050994,120,0,0,9.0,108.8,31.7253
1184,2009,136901.29112869638,20,0,0,9.0,108.8,31.7253
1185,2009,214749.64419717944,29,0,0,9.0,108.8,31.7253
1186,2009,128152.12291813278,56,0,0,9.0,108.8,31.7253
1187,2009,158039.52569169961,107,0,0,9.0,108.8,31.7253
1188,2009,129805.61943087092,25,0,0,9.0,108.8,31.7253
1189,2009,143526.66865676458,90,0,0,9.0,108.8,31.7253
1190,2009,184915.80181261973,7,0,0,9.0,108.8,31.7253
1191,2009,131443.32645950365,13,0,0,9.0,108.8,31.7253
1192,2009,126579.37136073266,87,0,0,9.0,108.8,31.7253
1193,2009,120512.00185760311,32,0,0,9.0,108.8,31.7253
1194,2009,136289.92489188985,24,0,0,9.0,108.8,31.7253
1195,2009,125476.56720916215,53,0,0,9.0,108.8,31.7253
1196,2009,274967.6628769828,26,0,0,9.0,108.8,31.7253
1197,2009,143520.00342121584,123,0,0,9.0,108.8,31.7253
1198,2009,135122.13175425612,36,0,0,9.0,108.8,31.7253
1199,2009,256381.46933250027,109,0,0,9.0,108.8,31.7253
1200,2009,196003.77061086986,51,0,0,9.0,108.8,31.7253
1201,2009,143828.33571315245,46,0,0,9.0,108.8,31.7253
1202,2009,151517.41731175227,86,0,0,9.0,108.8,31.7253
1203,2009,169221.98482281,115,0,0,9.0,108.8,31.7253
1204,2009,290924.0150093809,4,0,0,9.0,108.8,31.7253
1205,2009,147631.19533527698,65,0,0,9.0,108.8,31.7253
1206,2009,194978.1554563349,23,0,0,9.0,108.8,31.7253
1207,2009,118005.06943991654,38,0,0,9.0,108.8,31.7253
1208,2009,164604.1395281517,2,0,0,9.0,108.8,31.7253
1209,2009,128930.25342004932,3,0,0,9.0,108.8,31.7253
1210,2009,144716.20916737302,119,0,0,9.0,108.8,31.7253
1211,2009,116612.75763502333,41,0,0,9.0,108.8,31.7253
1212,2009,144257.60623585616,40,0,0,9.0,108.8,31.7253
1213,2009,190079.72419737125,55,0,0,9.0,108.8,31.7253
1214,2009,153104.3046357616,72,0,0,9.0,108.8,31.7253
1215,2009,300043.7445319335,102,0,0,9.0,108.8,31.7253
1216,2009,143869.1079912454,62,0,0,9.0,108.8,31.7253
1217,2009,114572.41845529829,11,0,0,9.0,108.8,31.7253
1218,2009,195391.57478088775,31,0,0,9.0,108.8,31.7253
1219,2009,131583.960910884,74,0,0,9.0,108.8,31.7253
1220,2009,120518.59981968562,9,0,0,9.0,108.8,31.7253
1221,2009,244485.09131028075,124,0,0,9.0,108.8,31.7253
1222,2009,179750.48676714502,98,0,0,9.0,108.8,31.7253
1223,2009,132288.89928752565,73,0,0,9.0,108.8,31.7253
1224,2009,125670.26267913567,34,0,0,9.0,108.8,31.7253
1225,2009,147273.0327908205,100,0,0,9.0,108.8,31.7253
1226,2009,130477.90567170412,58,0,0,9.0,108.8,31.7253
1227,2009,128719.06359228774,68,0,0,9.0,108.8,31.7253
1228,2009,145832.73147479416,0,0,0,9.0,108.8,31.7253
1229,2009,122097.96600803394,22,0,0,9.0,108.8,31.7253
1230,2009,123321.8541810804,99,0,0,9.0,108.8,31.7253
1231,2009,129547.95620872256,10,0,0,9.0,108.8,31.7253
1232,2009,138099.24520603835,49,0,0,9.0,108.8,31.7253
1233,2009,149535.73501182985,33,0,0,9.0,108.8,31.7253
1234,2009,134380.67397777617,48,0,0,9.0,108.8,31.7253
1235,2009,138760.26885735625,97,0,0,9.0,108.8,31.7253
1236,2009,193516.2724883768,101,0,0,9.0,108.8,31.7253
1237,2009,128849.30758017492,35,0,0,9.0,108.8,31.7253
1238,2009,132251.9083969466,54,0,0,9.0,108.8,31.7253
1239,2009,115101.22666087712,69,0,0,9.0,108.8,31.7253
1240,2009,140485.49107142858,104,0,0,9.0,108.8,31.7253
1241,2009,147744.00218102508,66,0,0,9.0,108.8,31.7253
1242,2009,151672.8127044549,75,0,0,9.0,108.8,31.7253
1243,2009,117367.31433787572,30,0,0,9.0,108.8,31.7253
1244,2009,147066.70058052544,61,0,0,9.0,108.8,31.7253
1245,2009,116261.72208013642,12,0,0,9.0,108.8,31.7253
1246,2009,135080.06295301626,63,0,0,9.0,108.8,31.7253
1247,2009,143348.2936743162,42,0,0,9.0,108.8,31.7253
1248,2009,120283.97565922921,95,0,0,9.0,108.8,31.7253
1249,2009,178149.73913329712,96,0,0,9.0,108.8,31.7253
1250,2009,129093.04449954326,103,0,0,9.0,108.8,31.7253
1251,2009,208835.65372948587,8,0,0,9.0,108.8,31.7253
1252,2009,129033.94178000478,118,0,0,9.0,108.8,31.7253
1253,2009,130730.32969919873,50,0,0,9.0,108.8,31.7253
1254,2009,135181.5726290516,94,0,0,9.0,108.8,31.7253
1255,2009,144582.18040951854,47,0,0,9.0,108.8,31.7253
1256,2009,145470.397256776,117,0,0,9.0,108.8,31.7253
1257,2009,227833.50628386947,59,0,0,9.0,108.8,31.7253
1258,2009,120819.43043377047,19,0,0,9.0,108.8,31.7253
1259,2009,195716.3364915303,28,0,0,9.0,108.8,31.7253
1260,2009,137814.73037272008,93,0,0,9.0,108.8,31.7253
1261,2009,150670.52441229657,105,0,0,9.0,108.8,31.7253
1262,2009,116055.45617173523,67,0,0,9.0,108.8,31.7253
1263,2009,135469.90961332986,77,0,0,9.0,108.8,31.7253
1264,2009,164253.64758698092,106,0,0,9.0,108.8,31.7253
1265,2009,128664.79925303455,21,0,0,9.0,108.8,31.7253
1266,2009,129105.54846938775,92,0,0,9.0,108.8,31.7253
1267,2009,296080.70500927645,76,0,0,9.0,108.8,31.7253
1268,2009,131259.5132301164,91,0,0,9.0,108.8,31.7253
1269,2009,144597.27464653572,18,0,0,9.0,108.8,31.7253
1270,2010,117063.06582783489,6,0,0,7.75,108.8,30.3697
1271,2010,109109.10518053375,13,0,0,7.75,108.8,30.3697
1272,2010,184954.25674494493,29,0,0,7.75,108.8,30.3697
